date,brand,model,quantity_sold,current_stock,reorder_threshold,lead_time
2024-12-31,Xiaomi,Mi 10,39,429,16,3
2021-02-26,Apple,MacBook Pro 13,26,276,34,14
2021-07-18,MSI,Stealth 15M,7,369,39,13
2023-12-24,Realme,Realme 7,50,395,40,3
2023-10-19,Oppo,Oppo F19,12,371,18,9
2023-09-25,OnePlus,OnePlus Nord,5,426,12,8
2021-09-01,Samsung,Galaxy S20,2,436,46,7
2021-08-05,Google,Pixel 6,19,316,30,13
2024-04-02,HP,EliteBook 840,16,292,12,3
2024-04-14,Acer,Swift 3,27,140,32,9
2024-04-30,OnePlus,OnePlus 8,32,169,24,14
2023-05-31,Dell,XPS 13,33,23,29,12
2023-01-18,Acer,Aspire 5,29,443,38,4
2022-07-24,Asus,ROG Zephyrus,45,465,48,7
2022-05-19,MSI,Stealth 15M,8,95,28,10
2021-05-26,MSI,Stealth 15M,2,216,21,14
2024-08-22,Vivo,Vivo Y51,18,91,18,12
2024-12-22,Acer,Predator Helios,45,352,14,7
2023-09-22,Xiaomi,Mi 11,36,303,46,9
2022-03-15,Xiaomi,Mi 10,13,175,22,12
2021-07-10,Samsung,Galaxy S21,49,143,44,3
2024-01-25,Xiaomi,Mi 11,15,341,34,13
2022-07-03,Acer,Predator Helios,42,273,36,11
2022-04-25,Oppo,Oppo A74,41,377,44,13
2021-02-13,Acer,Predator Helios,15,285,26,5
2022-01-16,Lenovo,Legion 5,49,128,29,8
2021-07-23,Apple,MacBook Air,17,270,47,6
2023-11-29,Vivo,Vivo V20,6,290,36,6
2022-11-21,Lenovo,Legion 5,17,249,39,13
2023-08-03,Apple,iPhone 12,30,107,15,4
2024-09-11,Samsung,Galaxy S20,11,146,24,13
2021-11-10,Asus,VivoBook 15,11,289,40,10
2021-09-04,Vivo,Vivo V20,24,64,50,12
2022-07-25,Dell,XPS 13,33,101,48,3
2024-12-24,OnePlus,OnePlus 9,47,455,44,14
2022-08-25,Vivo,Vivo Y51,47,431,14,10
2023-04-21,Xiaomi,Mi 11,29,463,36,14
2023-12-18,Dell,Latitude 7420,41,492,33,13
2023-05-18,MSI,GE76 Raider,5,201,14,6
2022-12-05,Google,Pixel 4a,34,301,36,6
2022-02-08,Apple,MacBook Pro 13,47,88,27,9
2024-11-04,Asus,ZenBook 14,47,49,28,9
2023-07-30,Acer,Swift 3,25,424,34,7
2023-04-19,Dell,Latitude 7420,5,400,49,3
2023-08-21,Realme,Realme X7,13,224,13,8
2022-07-05,Google,Pixel 5,14,142,48,11
2024-04-27,Acer,Predator Helios,22,234,42,3
2021-09-20,Apple,MacBook Air,43,104,24,8
2022-02-11,Apple,iPhone 11,48,218,42,11
2022-10-15,Oppo,Oppo Reno 5,4,496,35,10
2023-11-13,Vivo,Vivo X50,42,443,10,14
2023-03-24,Xiaomi,Mi 10,5,257,37,11
2022-08-01,Lenovo,Legion 5,8,435,33,14
2023-08-21,Dell,Inspiron 15,31,48,45,4
2023-12-14,OnePlus,OnePlus 8,7,407,18,5
2021-05-26,Apple,iPhone 12,15,422,18,5
2023-10-28,Dell,Latitude 7420,6,466,28,9
2022-04-12,Dell,Inspiron 15,16,467,27,6
2022-12-28,Oppo,Oppo F19,12,41,24,3
2021-10-16,Asus,VivoBook 15,7,244,50,6
2023-10-31,Asus,VivoBook 15,22,238,29,6
2021-01-22,Asus,ZenBook 14,10,164,43,9
2021-11-20,Asus,ZenBook 14,7,263,13,6
2021-10-19,Google,Pixel 4a,42,106,44,10
2023-05-16,Dell,Inspiron 15,16,300,28,12
2023-10-01,Google,Pixel 4a,37,475,33,3
2021-07-05,Acer,Predator Helios,15,305,45,14
2023-03-07,Google,Pixel 4a,45,173,25,7
2023-03-18,Dell,Inspiron 15,38,359,22,11
2022-06-06,Dell,Latitude 7420,27,486,17,14
2023-07-27,Samsung,Galaxy S20,23,300,26,7
2024-12-09,OnePlus,OnePlus 8,27,40,17,13
2021-01-24,Samsung,Galaxy S21,29,250,14,5
2023-11-17,Dell,XPS 13,36,207,16,5
2024-06-26,Acer,Aspire 5,22,294,49,13
2023-08-19,Vivo,Vivo Y51,45,296,38,9
2022-11-12,OnePlus,OnePlus 9,30,279,19,4
2022-10-14,MSI,GF65 Thin,15,410,37,5
2024-03-14,OnePlus,OnePlus 9,20,160,40,14
2024-04-18,Samsung,Galaxy Note 10,19,43,49,6
2021-10-09,Asus,ROG Zephyrus,16,128,23,6
2024-12-04,Vivo,Vivo V20,1,48,25,12
2023-09-22,HP,EliteBook 840,11,256,45,11
2024-11-15,Google,Pixel 4a,25,157,21,12
2022-10-13,MSI,GF65 Thin,17,400,43,6
2023-08-02,Samsung,Galaxy S20,36,255,36,12
2024-08-02,Dell,Latitude 7420,25,319,27,9
2021-08-07,HP,Spectre x360,42,422,45,3
2024-02-12,Google,Pixel 4a,27,356,29,4
2021-08-26,Samsung,Galaxy S20,24,218,45,8
2024-10-07,Xiaomi,Redmi Note 9,8,227,37,12
2023-12-13,Apple,iPhone 13,49,42,16,6
2021-10-30,Samsung,Galaxy S21,16,401,37,5
2022-05-19,Acer,Aspire 5,42,96,26,3
2023-09-10,HP,Pavilion 15,39,387,45,8
2022-11-09,OnePlus,OnePlus 9,18,31,13,12
2023-04-04,Lenovo,Legion 5,8,271,41,10
2023-05-04,Acer,Swift 3,20,113,39,12
2021-08-04,Lenovo,ThinkPad X1,30,313,24,6
2021-09-23,Samsung,Galaxy Note 10,4,112,30,5
2021-05-17,Xiaomi,Mi 10,39,350,29,6
2022-07-01,Realme,Realme X7,44,309,43,8
2022-02-16,Apple,iPhone 11,36,122,43,14
2023-11-01,Apple,MacBook Pro 13,37,498,11,9
2023-03-03,Xiaomi,Mi 10,49,165,35,3
2023-12-16,Apple,iPhone 12,42,369,27,3
2022-04-17,Apple,MacBook Pro 13,7,341,29,14
2022-07-04,Xiaomi,Redmi Note 9,46,246,27,14
2022-07-28,Oppo,Oppo F19,31,237,24,6
2021-08-02,Realme,Realme 7,2,379,48,5
2023-03-20,Asus,VivoBook 15,10,426,36,9
2022-10-30,MSI,Stealth 15M,41,205,50,11
2022-02-24,Google,Pixel 4a,48,376,15,3
2023-12-28,Dell,Inspiron 15,25,221,25,13
2022-01-27,Dell,Latitude 7420,7,370,30,7
2022-12-21,Samsung,Galaxy Note 10,15,115,38,4
2021-04-20,Google,Pixel 6,36,207,45,6
2021-08-20,Acer,Swift 3,36,440,18,8
2023-03-05,Lenovo,IdeaPad 3,37,256,12,6
2024-07-12,Samsung,Galaxy S20,11,282,14,4
2022-06-16,Apple,iPhone 13,45,467,22,8
2023-02-22,Google,Pixel 4a,22,219,48,7
2021-05-22,MSI,GE76 Raider,43,473,20,7
2022-03-26,Dell,XPS 13,1,225,11,5
2024-05-08,Oppo,Oppo A74,9,416,33,3
2023-06-01,Oppo,Oppo Reno 5,24,231,43,14
2022-06-03,Xiaomi,Mi 10,46,424,10,9
2022-02-15,Samsung,Galaxy S21,14,421,24,8
2024-06-18,Acer,Swift 3,42,322,13,14
2022-02-08,Dell,Latitude 7420,15,218,47,5
2023-05-04,Apple,iPhone 13,15,195,28,7
2021-03-18,Realme,Realme 8,31,481,20,14
2023-08-15,Apple,iPhone 13,29,139,12,13
2021-02-14,OnePlus,OnePlus 9,26,499,29,14
2022-05-01,Asus,VivoBook 15,43,110,26,6
2022-08-12,Asus,VivoBook 15,33,310,14,12
2023-02-28,Xiaomi,Redmi Note 9,37,26,38,10
2022-02-10,Asus,ZenBook 14,39,208,21,12
2023-06-24,OnePlus,OnePlus Nord,50,334,46,7
2021-09-23,HP,Pavilion 15,3,453,46,8
2023-05-24,Vivo,Vivo V20,35,423,19,3
2023-10-02,MSI,Stealth 15M,28,489,36,14
2023-05-05,Samsung,Galaxy S20,33,458,49,7
2021-04-03,Apple,MacBook Air,38,52,18,6
2024-11-12,Xiaomi,Mi 11,38,29,19,5
2022-11-18,Dell,Latitude 7420,40,37,48,9
2024-05-08,Samsung,Galaxy S21,39,317,30,14
2024-06-02,Dell,XPS 13,27,144,24,14
2023-03-05,Vivo,Vivo V20,42,296,44,11
2024-03-10,Apple,MacBook Pro 16,42,222,12,12
2024-03-31,Vivo,Vivo X50,8,61,36,10
2024-11-06,Dell,Latitude 7420,35,324,25,7
2022-09-28,Asus,ROG Zephyrus,50,466,41,10
2023-10-16,Lenovo,IdeaPad 3,32,412,46,9
2021-10-09,HP,Pavilion 15,35,392,13,5
2024-09-12,Samsung,Galaxy Note 10,30,229,28,11
2023-03-19,Lenovo,ThinkPad X1,22,379,15,14
2022-12-26,Google,Pixel 4a,42,112,33,4
2021-01-17,Lenovo,Legion 5,9,315,31,14
2023-06-13,Asus,ROG Zephyrus,46,286,30,4
2021-04-05,Realme,Realme 7,45,103,34,7
2023-11-13,Apple,MacBook Air,40,177,27,13
2021-02-06,HP,Pavilion 15,29,226,14,4
2024-12-30,Apple,MacBook Pro 16,31,265,29,7
2023-04-24,Acer,Aspire 5,50,484,22,5
2022-03-05,Vivo,Vivo Y51,23,356,41,14
2024-06-15,Samsung,Galaxy S20,40,143,46,9
2024-10-15,Google,Pixel 5,18,179,32,13
2021-11-28,Realme,Realme 8,15,223,25,3
2022-06-15,Apple,iPhone 12,24,472,19,6
2022-04-30,Oppo,Oppo A74,6,162,38,4
2024-09-13,Apple,MacBook Pro 13,41,186,49,12
2023-04-28,OnePlus,OnePlus Nord,11,344,35,9
2024-03-31,MSI,Stealth 15M,3,189,24,5
2023-01-27,Vivo,Vivo V20,2,79,43,8
2023-09-17,Asus,ROG Zephyrus,1,498,48,3
2021-03-17,Xiaomi,Mi 11,9,237,29,10
2024-03-21,Asus,ROG Zephyrus,30,73,25,12
2024-05-21,Dell,Latitude 7420,5,408,17,8
2021-10-11,Google,Pixel 6,26,158,24,9
2022-11-29,Realme,Realme X7,18,486,16,13
2021-09-03,Samsung,Galaxy S21,22,331,46,7
2023-09-20,Lenovo,ThinkPad X1,29,304,19,6
2022-02-27,OnePlus,OnePlus Nord,22,169,19,11
2022-11-01,HP,Spectre x360,1,476,19,3
2024-06-23,Lenovo,Legion 5,2,347,31,13
2023-06-12,Apple,MacBook Pro 16,34,75,10,10
2022-11-09,HP,Pavilion 15,34,356,12,7
2024-08-29,OnePlus,OnePlus 9,4,400,17,11
2024-04-18,Acer,Swift 3,30,232,11,11
2024-06-03,HP,EliteBook 840,18,426,35,12
2024-01-30,HP,Spectre x360,41,328,46,11
2022-06-16,MSI,GF65 Thin,8,173,45,12
2024-08-16,Acer,Predator Helios,28,384,17,6
2022-09-27,Dell,Latitude 7420,30,331,12,6
2022-10-14,Dell,Inspiron 15,6,244,22,8
2022-02-05,Samsung,Galaxy S20,14,483,12,7
2022-11-13,Apple,MacBook Pro 13,45,439,40,5
2022-12-14,Samsung,Galaxy S20,22,347,29,3
2023-08-16,Vivo,Vivo V20,22,416,48,9
2021-04-23,HP,EliteBook 840,23,188,11,8
2023-10-14,Dell,XPS 13,33,445,46,13
2022-07-31,Xiaomi,Redmi Note 9,19,377,47,11
2021-12-31,Vivo,Vivo V20,1,64,48,14
2022-09-15,Xiaomi,Mi 10,41,138,30,5
2024-12-11,Apple,MacBook Pro 13,18,378,31,7
2023-08-15,Google,Pixel 5,48,342,46,8
2021-04-11,Google,Pixel 5,3,297,28,10
2022-04-25,HP,EliteBook 840,25,227,28,4
2024-02-21,Acer,Swift 3,12,167,27,5
2023-11-07,Vivo,Vivo Y51,24,498,18,13
2021-04-22,Apple,MacBook Pro 16,25,428,12,4
2022-11-20,Samsung,Galaxy S20,24,303,15,5
2021-10-24,Dell,Latitude 7420,38,85,45,7
2022-11-19,Lenovo,ThinkPad X1,13,415,21,3
2024-07-17,Acer,Predator Helios,36,102,15,4
2021-02-02,Google,Pixel 4a,50,271,47,6
2024-07-02,Realme,Realme 8,25,389,42,14
2024-07-20,Samsung,Galaxy Note 10,33,334,25,8
2021-03-31,MSI,GF65 Thin,11,67,19,12
2023-04-13,Xiaomi,Mi 11,36,228,22,8
2023-03-24,Asus,ROG Zephyrus,8,366,15,5
2023-12-12,MSI,GF65 Thin,2,490,20,14
2023-09-25,MSI,Stealth 15M,27,119,18,12
2023-10-18,Lenovo,ThinkPad X1,33,215,37,14
2021-12-21,HP,EliteBook 840,39,374,28,14
2021-09-01,Dell,Inspiron 15,30,485,30,11
2022-07-01,Google,Pixel 6,20,479,32,6
2024-02-07,Dell,XPS 13,46,110,31,6
2023-08-15,Samsung,Galaxy Note 10,18,417,38,5
2024-10-27,Apple,iPhone 12,3,383,26,10
2022-08-03,Apple,MacBook Air,37,468,42,5
2021-10-20,Samsung,Galaxy S20,3,204,49,10
2022-02-19,HP,Spectre x360,10,54,13,6
2023-08-02,Acer,Swift 3,27,41,12,6
2024-06-08,Dell,Inspiron 15,45,346,43,7
2023-06-02,HP,EliteBook 840,28,107,21,12
2024-04-24,Vivo,Vivo Y51,10,227,31,10
2024-06-09,Lenovo,IdeaPad 3,46,319,47,14
2021-03-25,MSI,Stealth 15M,42,193,39,7
2021-07-31,Vivo,Vivo V20,39,125,42,6
2023-11-09,Dell,XPS 13,37,80,37,5
2021-05-23,Dell,XPS 13,41,132,14,12
2024-12-02,Apple,iPhone 11,42,237,16,8
2021-01-12,Lenovo,IdeaPad 3,3,163,31,3
2022-11-04,Dell,Latitude 7420,45,147,34,13
2023-08-07,Samsung,Galaxy S20,36,115,23,10
2021-01-18,HP,Pavilion 15,36,206,10,12
2021-10-26,Oppo,Oppo A74,6,368,24,14
2022-05-15,Xiaomi,Redmi Note 9,20,223,19,13
2022-08-20,Acer,Swift 3,35,298,26,14
2022-06-10,Dell,Latitude 7420,47,308,16,13
2021-12-29,Oppo,Oppo F19,29,446,44,11
2023-07-11,Oppo,Oppo Reno 5,25,149,47,5
2024-03-14,Acer,Predator Helios,49,325,15,10
2022-08-23,Vivo,Vivo V20,48,399,42,6
2024-06-06,Google,Pixel 4a,19,299,46,8
2023-05-09,MSI,Stealth 15M,22,193,38,4
2024-12-18,Realme,Realme 7,16,20,19,4
2022-04-30,Lenovo,ThinkPad X1,42,63,35,13
2022-04-03,HP,EliteBook 840,32,396,13,8
2022-10-17,Vivo,Vivo Y51,20,179,41,6
2024-10-05,Realme,Realme 8,4,381,38,3
2021-11-22,Realme,Realme 7,5,213,41,12
2022-07-12,Dell,Inspiron 15,41,138,46,6
2022-01-19,Lenovo,Legion 5,45,388,10,13
2022-05-24,HP,Pavilion 15,2,112,27,10
2023-12-04,Lenovo,Legion 5,11,226,30,12
2023-11-02,Google,Pixel 6,8,116,28,13
2021-06-06,Google,Pixel 4a,50,293,16,13
2022-08-27,Realme,Realme 7,49,200,44,12
2023-06-18,MSI,Stealth 15M,44,319,23,3
2021-07-19,Oppo,Oppo A74,20,479,13,6
2022-09-24,Oppo,Oppo F19,35,486,20,12
2021-05-01,Samsung,Galaxy Note 10,10,129,22,7
2023-10-24,Google,Pixel 6,39,159,41,6
2024-09-21,Realme,Realme 8,16,391,42,7
2021-09-25,Lenovo,Legion 5,36,304,24,9
2024-02-22,HP,EliteBook 840,41,216,49,12
2022-09-13,Acer,Predator Helios,16,321,16,4
2022-07-15,Acer,Aspire 5,45,467,23,5
2021-05-22,Oppo,Oppo F19,44,47,35,4
2023-01-12,Lenovo,Legion 5,36,24,15,5
2024-07-23,Vivo,Vivo X50,18,256,31,11
2024-08-12,Asus,ZenBook 14,30,111,26,6
2024-09-11,Lenovo,Legion 5,36,293,21,4
2022-02-20,Lenovo,ThinkPad X1,10,85,46,9
2024-10-26,Lenovo,ThinkPad X1,42,259,29,13
2021-10-13,Dell,XPS 13,13,138,27,8
2021-10-16,Acer,Swift 3,25,299,23,8
2021-01-19,Xiaomi,Mi 10,36,287,49,4
2022-11-16,Apple,iPhone 12,2,209,34,8
2022-09-07,Oppo,Oppo A74,39,230,18,7
2023-07-02,Xiaomi,Mi 11,12,165,45,11
2024-07-27,OnePlus,OnePlus Nord,7,301,25,7
2021-06-29,Google,Pixel 5,43,81,38,14
2022-05-15,Apple,iPhone 12,23,128,21,5
2024-03-10,Vivo,Vivo X50,22,360,27,10
2023-09-15,OnePlus,OnePlus Nord,45,126,16,9
2022-10-31,Oppo,Oppo Reno 5,11,191,37,9
2022-05-22,Apple,MacBook Air,40,116,43,8
2023-07-02,Samsung,Galaxy Note 10,7,433,15,3
2021-02-21,HP,Spectre x360,28,445,37,14
2021-12-26,Vivo,Vivo X50,25,319,10,14
2021-09-14,Oppo,Oppo F19,22,286,38,10
2023-04-30,Lenovo,ThinkPad X1,24,42,32,3
2022-07-31,Google,Pixel 4a,16,184,44,4
2023-05-03,Vivo,Vivo X50,15,249,41,14
2024-12-03,Oppo,Oppo Reno 5,5,324,42,13
2022-04-27,Google,Pixel 5,32,98,50,7
2022-07-02,Realme,Realme 7,7,267,38,14
2021-06-06,Apple,MacBook Air,26,162,48,9
2021-03-02,Xiaomi,Redmi Note 9,34,26,48,11
2023-11-03,Oppo,Oppo A74,22,292,30,13
2022-12-24,Apple,MacBook Pro 13,45,38,42,12
2023-10-06,Apple,MacBook Pro 13,47,135,28,8
2022-06-01,MSI,Stealth 15M,34,376,50,3
2022-07-12,Oppo,Oppo Reno 5,12,437,27,6
2024-03-30,Apple,MacBook Pro 16,44,258,40,11
2022-08-27,Vivo,Vivo V20,44,75,45,5
2023-11-23,Xiaomi,Mi 10,17,187,27,4
2022-09-01,Apple,MacBook Pro 13,8,242,11,9
2023-11-28,Xiaomi,Redmi Note 9,3,135,24,14
2022-05-02,HP,EliteBook 840,34,355,16,10
2024-04-26,OnePlus,OnePlus 8,45,139,28,5
2022-02-21,HP,Pavilion 15,39,136,16,6
2023-01-07,OnePlus,OnePlus Nord,36,404,17,10
2024-11-11,Xiaomi,Mi 10,1,498,48,6
2023-02-13,Oppo,Oppo F19,2,466,38,3
2022-02-10,Xiaomi,Mi 11,25,390,34,8
2021-08-31,Apple,iPhone 12,10,269,16,6
2024-05-31,Acer,Predator Helios,7,156,12,11
2023-05-13,Vivo,Vivo V20,38,77,11,14
2021-10-16,Asus,ZenBook 14,21,251,11,12
2023-12-27,Apple,MacBook Pro 13,19,487,36,10
2022-05-17,Oppo,Oppo Reno 5,18,444,22,11
2024-12-20,Apple,MacBook Pro 16,43,248,34,14
2021-12-14,Google,Pixel 4a,14,112,40,3
2024-10-23,MSI,Stealth 15M,48,274,12,10
2022-05-03,Oppo,Oppo Reno 5,5,240,28,6
2021-01-17,Oppo,Oppo Reno 5,20,90,26,11
2022-04-23,MSI,GF65 Thin,33,256,46,8
2021-10-21,Dell,XPS 13,45,306,14,11
2023-02-10,Samsung,Galaxy S20,28,334,37,4
2022-11-17,Vivo,Vivo V20,37,142,25,9
2024-06-17,Lenovo,ThinkPad X1,5,354,24,4
2024-06-13,Dell,XPS 13,38,495,21,5
2024-08-22,Lenovo,Legion 5,15,301,41,11
2023-12-18,Samsung,Galaxy S21,26,275,19,4
2024-03-07,Samsung,Galaxy Note 10,42,292,26,13
2021-03-09,Google,Pixel 6,26,291,11,12
2021-07-26,Samsung,Galaxy S20,13,437,28,8
2021-03-23,Vivo,Vivo Y51,3,122,16,7
2022-04-04,MSI,GF65 Thin,18,155,48,12
2021-11-13,Xiaomi,Redmi Note 9,26,30,29,10
2023-06-10,HP,Spectre x360,9,390,14,5
2024-05-01,Acer,Aspire 5,1,489,10,10
2021-12-15,Samsung,Galaxy Note 10,48,250,46,12
2024-11-05,Dell,Latitude 7420,38,193,47,13
2022-04-09,Apple,iPhone 13,26,471,14,9
2023-04-15,Realme,Realme X7,46,49,46,7
2022-09-16,Asus,ROG Zephyrus,42,62,40,12
2022-03-26,Dell,XPS 13,26,168,16,9
2024-11-12,Lenovo,ThinkPad X1,39,156,34,6
2022-01-18,Realme,Realme X7,42,391,24,12
2021-03-04,Xiaomi,Redmi Note 9,7,385,25,3
2021-04-27,Acer,Aspire 5,3,197,24,11
2023-06-02,Asus,VivoBook 15,28,47,20,9
2022-10-18,MSI,GF65 Thin,28,69,24,14
2023-12-03,Apple,iPhone 13,6,367,29,7
2021-06-09,Dell,Latitude 7420,34,147,10,11
2022-12-27,Samsung,Galaxy S20,43,165,30,6
2023-03-26,OnePlus,OnePlus Nord,9,320,40,13
2022-04-07,MSI,GF65 Thin,41,68,26,6
2022-10-17,MSI,GE76 Raider,49,265,49,7
2024-05-29,Dell,XPS 13,16,373,12,4
2024-04-29,MSI,GE76 Raider,5,206,18,8
2022-11-17,Xiaomi,Mi 11,41,194,39,7
2023-11-09,Vivo,Vivo X50,11,423,31,12
2021-12-23,Apple,MacBook Pro 16,10,178,39,8
2021-09-24,HP,Spectre x360,18,394,28,7
2021-05-18,MSI,Stealth 15M,36,23,45,8
2021-04-06,HP,Spectre x360,20,275,40,13
2022-02-11,Acer,Swift 3,24,418,44,14
2021-12-19,Google,Pixel 6,20,151,43,5
2023-07-03,Realme,Realme X7,17,340,32,6
2024-07-22,Asus,ROG Zephyrus,27,438,18,13
2023-12-21,Lenovo,IdeaPad 3,18,454,18,13
2024-05-05,Apple,MacBook Pro 16,33,144,49,7
2021-12-04,Asus,ROG Zephyrus,48,317,37,3
2021-10-05,Dell,XPS 13,16,264,13,3
2022-12-13,Xiaomi,Mi 11,34,370,20,12
2024-01-04,Asus,VivoBook 15,40,449,40,14
2024-11-09,Oppo,Oppo Reno 5,21,56,44,3
2023-10-28,Lenovo,Legion 5,7,239,35,12
2022-11-15,Oppo,Oppo Reno 5,46,75,38,13
2024-08-10,Realme,Realme 8,17,356,23,9
2024-03-12,Asus,ROG Zephyrus,43,442,34,9
2023-04-09,Acer,Predator Helios,43,272,19,5
2023-10-27,Samsung,Galaxy Note 10,36,159,46,4
2024-03-25,MSI,GE76 Raider,46,451,34,12
2021-08-19,HP,Pavilion 15,46,42,30,3
2021-03-28,OnePlus,OnePlus Nord,23,91,50,11
2022-01-12,HP,Pavilion 15,9,421,21,11
2023-04-01,Xiaomi,Mi 11,21,197,21,13
2022-08-10,HP,Pavilion 15,32,139,50,13
2023-09-04,Acer,Aspire 5,18,204,11,13
2021-06-29,Google,Pixel 6,34,281,36,14
2022-06-19,Xiaomi,Mi 11,45,380,25,5
2023-09-22,HP,Spectre x360,46,321,47,11
2022-01-11,Apple,MacBook Pro 13,38,374,43,9
2021-05-22,Apple,MacBook Air,7,212,27,9
2023-07-18,Acer,Predator Helios,22,495,41,5
2022-11-29,HP,Spectre x360,17,424,45,12
2023-07-18,Acer,Aspire 5,21,411,46,9
2023-11-18,Realme,Realme X7,47,285,24,10
2022-11-29,Google,Pixel 4a,2,44,35,13
2022-10-04,Apple,iPhone 13,42,273,40,5
2023-04-20,Lenovo,Legion 5,17,304,14,5
2023-08-16,Vivo,Vivo Y51,43,227,22,12
2024-03-05,HP,Pavilion 15,12,451,14,8
2024-11-07,HP,Pavilion 15,4,150,19,10
2022-01-04,HP,Pavilion 15,37,456,49,6
2021-11-17,MSI,GE76 Raider,48,40,10,11
2024-07-07,Oppo,Oppo F19,44,112,14,7
2024-12-06,Dell,Latitude 7420,20,267,20,14
2024-08-27,MSI,GF65 Thin,26,204,43,11
2024-11-27,Acer,Swift 3,45,348,26,6
2024-08-14,Dell,XPS 13,35,182,18,9
2023-05-24,Oppo,Oppo A74,11,495,35,8
2021-06-19,Dell,Inspiron 15,48,216,40,13
2023-09-17,HP,Pavilion 15,27,52,36,14
2021-03-04,MSI,GE76 Raider,10,348,32,12
2021-12-16,Xiaomi,Redmi Note 9,27,493,21,10
2024-10-04,Asus,VivoBook 15,19,234,21,3
2023-03-29,Acer,Aspire 5,33,475,37,8
2022-06-09,Samsung,Galaxy S20,1,461,40,8
2021-08-05,Acer,Aspire 5,2,153,38,14
2024-06-13,Samsung,Galaxy S21,10,106,42,9
2024-08-25,Samsung,Galaxy S20,27,462,15,8
2023-12-29,Xiaomi,Redmi Note 9,18,496,25,5
2023-06-17,Google,Pixel 5,10,183,14,14
2022-08-12,HP,Pavilion 15,42,167,23,8
2021-02-25,Vivo,Vivo V20,6,467,17,11
2022-09-02,MSI,GF65 Thin,21,342,38,4
2024-03-15,Oppo,Oppo Reno 5,29,62,37,14
2022-05-13,Apple,MacBook Pro 13,32,77,31,3
2024-05-12,Google,Pixel 5,16,45,43,4
2024-05-31,Lenovo,ThinkPad X1,50,390,40,4
2023-05-23,Samsung,Galaxy S20,6,130,12,4
2021-12-23,HP,Spectre x360,12,391,41,5
2024-12-28,Lenovo,Legion 5,29,179,27,3
2021-03-23,Lenovo,Legion 5,6,368,11,13
2022-03-07,Realme,Realme X7,18,23,44,5
2021-01-29,Asus,ROG Zephyrus,36,423,28,6
2022-10-13,OnePlus,OnePlus Nord,24,159,27,13
2022-08-09,Samsung,Galaxy S21,12,252,18,13
2021-10-30,Acer,Aspire 5,13,79,33,12
2024-12-12,Realme,Realme 7,6,410,21,14
2024-08-20,Acer,Aspire 5,47,295,45,11
2022-11-08,Dell,XPS 13,12,126,46,9
2024-04-10,HP,Spectre x360,30,26,21,11
2022-12-27,Lenovo,Legion 5,31,344,48,8
2021-03-22,Samsung,Galaxy S21,11,82,49,7
2024-09-22,Apple,iPhone 13,13,247,40,8
2022-05-29,Asus,VivoBook 15,40,116,20,9
2024-07-28,Apple,iPhone 12,19,438,41,6
2022-09-17,Apple,MacBook Pro 16,32,47,41,8
2021-11-28,OnePlus,OnePlus 9,12,387,20,8
2024-07-30,Acer,Aspire 5,15,313,19,14
2023-07-12,Xiaomi,Redmi Note 9,30,481,38,3
2021-03-09,Acer,Predator Helios,4,495,20,4
2021-01-10,Xiaomi,Mi 11,13,373,34,8
2024-10-30,Google,Pixel 5,14,358,11,6
2023-01-26,Vivo,Vivo X50,33,44,44,10
2022-01-25,Asus,ROG Zephyrus,1,104,33,13
2024-03-26,OnePlus,OnePlus 8,26,152,43,11
2024-02-15,MSI,Stealth 15M,11,283,21,8
2023-07-24,MSI,Stealth 15M,21,355,23,12
2024-10-19,Apple,MacBook Pro 13,49,395,48,6
2021-07-31,MSI,GE76 Raider,47,377,12,11
2023-02-06,Xiaomi,Mi 11,8,321,32,6
2022-07-21,Google,Pixel 6,43,192,23,14
2021-03-29,Dell,Inspiron 15,18,439,31,8
2023-10-31,HP,Pavilion 15,26,457,25,13
2021-03-25,HP,Pavilion 15,33,157,25,8
2023-03-05,Samsung,Galaxy S20,44,170,45,4
2021-10-01,Dell,XPS 13,34,114,30,9
2021-06-04,Google,Pixel 4a,42,335,22,7
2023-07-16,Asus,ZenBook 14,5,47,22,3
2024-08-15,Asus,ZenBook 14,44,148,48,4
2023-05-26,Oppo,Oppo F19,12,194,17,4
2024-11-04,OnePlus,OnePlus 8,39,500,24,7
2022-09-25,Samsung,Galaxy S20,46,201,34,14
2022-01-30,Lenovo,ThinkPad X1,37,450,45,5
2023-07-13,Apple,iPhone 12,31,48,39,11
2024-02-26,Dell,Latitude 7420,24,454,13,3
2024-09-30,Dell,XPS 13,9,36,30,14
2021-02-09,Apple,iPhone 11,40,379,33,3
2024-12-11,Xiaomi,Redmi Note 9,21,139,21,12
2023-10-16,Dell,XPS 13,23,434,26,3
2022-11-18,Apple,MacBook Pro 16,48,368,16,12
2024-07-01,MSI,Stealth 15M,3,500,10,3
2021-07-03,Samsung,Galaxy S21,25,297,34,5
2022-06-04,Acer,Swift 3,25,340,28,8
2021-09-01,OnePlus,OnePlus Nord,12,207,27,8
2024-01-26,Samsung,Galaxy S20,21,387,22,12
2022-01-07,Oppo,Oppo A74,42,160,36,9
2023-08-19,Google,Pixel 5,31,421,29,14
2022-07-09,Google,Pixel 4a,33,445,39,10
2022-01-14,Lenovo,Legion 5,22,151,32,3
2021-01-15,Xiaomi,Redmi Note 9,29,231,25,6
2024-01-13,Asus,ZenBook 14,33,428,18,10
